f0,f1,f2,f3,f4,target
56.01453247474551,36.381497940746534,0.09882300692851517,6.992352232381304,6.227005689428131,0
45.990341253711506,39.66006753862859,4.479716986872519,9.003632007286487,7.731734443185997,1
32.00642506913265,29.565867665116837,4.229517407990339,5.989209049736379,7.328334817378061,1
24.998475128417986,21.80519247053527,5.762765643282632,0.9962644352624158,6.976062877958338,1
37.9804196635257,23.984609563642312,7.127684443322213,6.993062887662688,3.4164963720264674,1
56.010393066030595,18.40301698952184,0.6547064131151333,2.9871905933337404,7.4367693526440375,1
36.00857337572498,38.1104380386781,5.862145006875879,4.9944875779058,8.381105310986845,0
40.01151539299282,20.60029338551089,1.4995083681783081,4.0041451424290875,9.97973714613302,0
27.98817703772987,30.687801022736206,6.870647996317967,4.997365511841267,3.0858613771928645,0
28.011668772389537,24.031490498615845,6.561284936262942,5.0019077132979115,8.097366561019097,1
40.99941979329233,30.186878008004143,4.347292819833756,6.0048026784169535,6.996712276351431,1
52.998232402946485,32.347880898529795,5.692584159477924,6.0298354230106535,6.055934538969881,1
57.01532903784448,36.240798002536046,2.5074220375480225,8.013687593482798,3.9002807339528904,0
41.01567737777973,22.548574777578274,3.7549179674462505,7.99872343319865,5.858688336489678,1
20.00175979691268,18.253688438353997,6.563575626266768,9.009725981220841,5.467590237054211,1
38.997085892636846,21.001675478124206,3.662766757040958,7.996695995545728,5.12548556793716,1
19.010100798487038,37.79583194755562,2.8730172803880394,1.9935241171295397,8.107672045058615,0
41.00598525294854,37.21492368266838,3.948449462900664,1.0040829084676892,7.903314387804579,0
46.99573458587863,31.14711646890788,6.64218728192523,2.008917882333917,7.129690623145399,1
55.00965525895897,31.22379517231238,2.675550878431067,2.0007579922020953,9.54850528562464,0
19.01162961776066,32.64104460290781,1.395599860688796,3.0011091986673137,5.4397641901070815,0
38.002251787157874,21.845448964893727,5.6996467343765165,6.986328885455913,4.707301274265958,1
50.001628026864594,38.120095194260635,6.594816588690846,2.0114660114640244,7.58542286423472,1
28.99199273138316,27.21623867639081,0.8186145393824504,0.9981877456584691,4.388372118757848,0
39.0085138587062,26.421636835143943,1.9222621631946304,6.009228984297158,5.203320726302779,0
42.00183902915228,29.422900694474276,1.135482819631744,9.0010461173801,4.580578137397252,0
44.01790489209437,19.053647038955553,2.7848795155209887,2.9955071122447987,3.4866201416747016,0
58.98559283739834,21.658667449445815,3.604314783822569,6.003669553466369,8.813604847835409,1
45.00393937999243,34.2500761770644,5.988252311519538,2.9803648716425495,4.78899431538995,0
33.0076691950331,19.80294119331896,5.209133128575019,1.0109946395140854,6.317371694988226,1
32.004592109050215,31.270676293496457,4.964088156101396,4.989582575226275,3.3240676714495674,0
20.017626330339358,23.396582192573028,2.8323554737158645,4.000911164829565,7.877730135585779,0
53.97888747082039,26.568572140206342,6.736845174283876,6.996087642090071,5.30782506564557,1
24.010912230576793,24.332325673857255,3.7690453283426844,6.005019794890761,8.210822275216714,1
37.99261420721594,25.829193490515873,7.821068883297772,7.004466762225617,5.878234991936894,1
25.994761855230298,33.81077284440142,5.061746150941123,4.999588005382256,4.372979055391972,0
55.994686470525444,24.545295201611594,1.0109734998304665,4.009267894109222,6.606225066363419,0
34.98101798434443,30.454328378822836,5.401780925480743,6.988236222568426,3.904993106338704,0
21.01361869621795,28.478588151874433,2.6142578156172083,7.007939598171934,6.092713028906063,0
42.00364198206045,32.605995808468975,5.487604452301648,5.995559545230419,5.236513731189279,0
30.99827976893054,38.599927401818746,0.540940274038351,7.998503825064032,9.395986630589128,0
25.97873609790164,34.1170953642718,1.3860917390450258,4.012111819464783,3.408556782282188,0
42.997747471785665,22.711909281326925,6.84465098249459,5.01106248686925,7.871190576961891,1
18.989612478642197,18.676320368122994,1.8209106823841403,4.007893913416766,4.27723518264575,0
37.01716676267974,23.773568192384463,6.683364452688026,1.0207198413549228,5.230475778838692,1
44.99409841365279,31.078749972359983,2.2491082985886584,7.99606242804835,5.896292803332865,0
24.00524075979642,19.11913282506329,5.1510979772624355,1.006022979711651,9.340187440821552,1
25.01419216038418,28.901528841363852,5.548691465919203,4.997596873246491,4.689804322375023,0
52.002278967695474,31.114532192598535,4.102265704611422,5.980015207078258,3.6485873460652387,0
30.98003758292161,25.350813542111307,2.4512166665484796,6.009998974061191,5.216553862911165,0
33.99266120579402,34.94892174790187,1.7010518930625473,4.997571730087714,3.7205538057009475,0
53.02031105446777,20.350753047313038,0.26446308268654783,3.007457037727946,3.89712979324482,0
56.999617370804536,19.652446498886352,2.4402489235690714,5.0028985139517115,7.039335340903517,1
20.991905898176828,34.006176615083646,5.220123427357042,7.997830239985512,3.424595986729441,0
18.997519023166205,28.900509871103253,7.505149779166382,2.0004960611285845,3.2233150491280975,0
23.00993822645449,33.13272228470013,6.978076756675546,5.999398638570997,8.00121815898957,1
59.019215905456996,27.582580209736793,6.135307049713013,8.993845443447332,5.520686099867051,0
20.999204924661505,23.41379240339582,6.297022184685296,8.000474972858585,3.8880229260692465,1
45.99780435095992,36.02968361968728,5.303829370108078,8.006169225054578,4.743676130049592,0
35.02625975183866,35.5970590651155,2.0760192504795345,8.000450689172288,7.510083824220186,0
43.001144531143744,33.28459395994726,7.2546891914584,6.995795384542141,4.943779155100273,0
50.999031631667044,23.978387289908607,5.363955177636064,8.000476309848805,6.442913635758604,1
26.989774823620017,30.98471899625813,4.4895561577907594,6.003916969263242,3.8532019022515387,0
53.00633884349988,25.924958081258925,0.8947033235553524,2.0085559216413764,7.099212094910781,1
31.006602328729176,20.017836067237454,3.5736755525519257,1.9965320034851033,5.201139782209872,1
48.010706683729666,38.175014758185924,3.6932885412074135,8.002098405199837,7.378651831129502,1
32.01567373748723,21.011565159840295,6.911782679122369,0.99779933799476,8.668019187625513,1
25.00062111505812,38.90311188427962,4.364389713912298,6.016829386940158,7.2938365876287214,0
30.992928407015924,27.832704781070078,3.0406395780383155,5.99473764884712,5.075551177840999,0
39.996335382289296,22.063526884047768,7.820012062888623,4.011879438006154,4.800030596900902,1
57.02535406406505,29.933423779340178,0.8768913109801987,3.013851934482505,5.302945477441461,0
37.98175561255657,37.217350671646514,3.3882503066143936,2.9910978377695567,4.14521175095235,0
32.99357108325604,34.08688954726194,0.32902033741943343,1.002966948609103,4.271117599204088,0
34.9887012066174,35.75832645907608,5.930988464316312,2.9890698710550274,8.52910651783815,0
41.01024969659044,32.490612481027625,7.341348452320123,3.9951248660079623,5.69509071729616,0
42.99941124513373,33.223669941654336,2.2286139482569443,5.007799293625172,6.054281469079575,0
42.00755615676644,36.67616464779568,6.861007679987334,2.988823336696235,7.156107503828566,0
58.015891464245406,23.5026451080356,2.3190510481398268,6.004246947439332,7.132566542504487,0
46.010297694895975,28.76153739307415,7.276997529501566,5.0170431138994225,3.4534190295086464,0
32.007674138048,22.861220725288835,6.019468925095705,2.9916867711558823,8.808375213004137,1
18.00538056878645,39.72531684389214,6.429166461417107,6.002641548599849,4.228610356893496,0
41.988205672536566,38.768187950911994,0.1580007758839673,6.000016936479304,8.052660180603894,0
23.998237786870916,18.85967533116562,7.709290164011793,8.007413845971008,8.408988274590884,1
26.003301006633578,33.53491344570198,5.787512797720191,2.012239096441723,8.000492284020247,0
41.01452157726373,38.33743398016792,2.4410691437555947,1.0008115723090003,7.047427648735222,0
18.01076569037344,21.964829454428664,6.642985074415328,3.9930456134261507,3.076016466669525,1
24.99639236295913,30.493220600866703,2.2309646366806093,6.991577147369408,5.518741083277386,0
41.00489575490492,38.14227169505864,6.998478903823194,2.9949870997567625,7.240595371137769,0
28.019560041793888,18.76065145404782,0.8985667669279993,2.999071383016629,5.718915444670186,0
33.995201936057974,33.332508277101454,5.634309518201647,4.994037452263933,9.037126536545125,0
24.99435037780605,24.52640180609814,4.331874341453021,5.007614415096665,5.171761843028027,1
51.99567544195368,38.33653241949822,0.771177506471834,2.996003580404147,5.074206874470284,0
